   1.9500000e+03  -4.8393939e+00  -4.2907282e+00  -6.3801447e+00  -4.5691542e+00   4.3012212e-01   2.4163727e+00  -3.1329715e+00   8.6739937e+00   4.3845771e+00
   1.9510000e+03  -7.9038695e+00  -4.7437874e+00  -1.1987096e+01  -6.4947653e+00  -6.3559795e+00  -1.4133175e+01  -1.1658950e+01  -9.8218961e+00  -4.8233866e+00
   1.9520000e+03   8.1316550e+00   1.0403153e+01   6.6059528e+00   7.4796236e+00   1.3457919e+01   4.1172766e+00   4.7150715e+00   1.0082214e+01   1.1768650e+01
   1.9530000e+03  -5.0328205e+00  -4.9499057e+00  -3.2009985e+00   1.5540125e+00   4.8718171e+00  -7.2322715e+00  -1.1210907e+01  -1.2136757e+00  -1.3393139e+00
   1.9540000e+03  -6.2972960e+00   1.9703510e-01   9.2050238e-02   5.5284013e+00   7.2857155e+00  -1.3981820e+01  -5.5368855e+00  -1.7109565e+01  -4.4472776e+00
   1.9550000e+03  -1.0661772e+01  -8.8560241e+00  -1.2014901e+01  -8.0972098e+00  -8.3003862e+00  -9.8313676e+00  -9.3628640e+00  -1.6405455e+01  -1.3255241e+01
   1.9560000e+03  -1.5026247e+01   2.9091674e-01  -2.5218523e+00   5.9771791e+00  -1.0986488e+01  -7.1809157e+00  -1.0288843e+01  -1.2201345e+01  -1.8463205e+01
   1.9570000e+03   1.0927739e-01   1.2378576e+00  -4.8288035e+00   3.5156803e-01  -9.7258950e-01  -2.4304638e+00  -1.2148210e+00  -3.8972348e+00  -1.4711686e+00
   1.9580000e+03   1.6448019e+00   3.8479839e-01  -2.1357548e+00   1.9259569e+00  -7.6586912e+00   4.3199882e+00   2.6592005e+00   3.7068754e+00   5.8208677e+00
   1.9590000e+03  -1.0196737e+00  -1.3682608e+00  -4.5427061e+00  -2.2996542e+00  -5.0447928e+00  -4.1295599e+00  -2.0667780e+00  -2.8901437e-01   6.1290401e-01
   1.9600000e+03  -6.2841492e+00  -8.2213200e+00  -1.0849657e+01  -1.2525265e+01  -7.3089448e-01  -6.6791080e+00  -1.6292756e+01   9.1509585e-01   2.4049403e+00
   1.9610000e+03   3.0513753e+00   5.5256208e+00   3.4339143e-01   1.9491236e+00   5.8830039e+00   2.1713440e+00   3.0812650e+00   3.7192061e+00   9.6969767e+00
   1.9620000e+03   4.9868998e+00   5.3725617e+00  -2.4635598e+00  -6.2764875e+00   4.4969022e+00   3.5217959e+00   5.2552865e+00   9.8233163e+00   9.0890130e+00
   1.9630000e+03   6.0224242e+00   4.7195025e+00   7.2948892e-01   5.5979014e+00  -5.8919946e-01   1.1972248e+01   8.9293080e+00   8.6274265e+00   6.1810493e+00
   1.9640000e+03   4.6579487e+00   2.9664433e+00  -3.9774623e+00  -1.2127710e+01  -2.7530112e-01   2.8226998e+00   2.8033295e+00  -1.9684633e+00   6.0730856e+00
   1.9650000e+03   2.0934732e+00   7.4133841e+00  -6.8441360e-01  -1.4533208e+00  -4.5614028e+00   4.0731517e+00   1.0377351e+01   8.7356469e+00   5.7651219e+00
