  -9.5750000e+01   4.0250000e+01
  -9.5250000e+01   4.0250000e+01
  -9.4750000e+01   4.0250000e+01
  -9.4250000e+01   4.0250000e+01
  -9.3750000e+01   4.0250000e+01
  -9.3250000e+01   4.0250000e+01
  -9.2750000e+01   4.0250000e+01
  -9.2250000e+01   4.0250000e+01
  -9.1750000e+01   4.0250000e+01
  -9.1250000e+01   4.0250000e+01
  -9.0750000e+01   4.0250000e+01
  -9.0250000e+01   4.0250000e+01
  -9.5750000e+01   4.0750000e+01
  -9.5250000e+01   4.0750000e+01
  -9.4750000e+01   4.0750000e+01
  -9.4250000e+01   4.0750000e+01
  -9.3750000e+01   4.0750000e+01
  -9.3250000e+01   4.0750000e+01
  -9.2750000e+01   4.0750000e+01
  -9.2250000e+01   4.0750000e+01
  -9.1750000e+01   4.0750000e+01
  -9.1250000e+01   4.0750000e+01
  -9.0750000e+01   4.0750000e+01
  -9.0250000e+01   4.0750000e+01
  -9.5750000e+01   4.1250000e+01
  -9.5250000e+01   4.1250000e+01
  -9.4750000e+01   4.1250000e+01
  -9.4250000e+01   4.1250000e+01
  -9.3750000e+01   4.1250000e+01
  -9.3250000e+01   4.1250000e+01
  -9.2750000e+01   4.1250000e+01
  -9.2250000e+01   4.1250000e+01
  -9.1750000e+01   4.1250000e+01
  -9.1250000e+01   4.1250000e+01
  -9.0750000e+01   4.1250000e+01
  -9.0250000e+01   4.1250000e+01
  -9.5750000e+01   4.1750000e+01
  -9.5250000e+01   4.1750000e+01
  -9.4750000e+01   4.1750000e+01
  -9.4250000e+01   4.1750000e+01
  -9.3750000e+01   4.1750000e+01
  -9.3250000e+01   4.1750000e+01
  -9.2750000e+01   4.1750000e+01
  -9.2250000e+01   4.1750000e+01
  -9.1750000e+01   4.1750000e+01
  -9.1250000e+01   4.1750000e+01
  -9.0750000e+01   4.1750000e+01
  -9.0250000e+01   4.1750000e+01
  -9.5750000e+01   4.2250000e+01
  -9.5250000e+01   4.2250000e+01
  -9.4750000e+01   4.2250000e+01
  -9.4250000e+01   4.2250000e+01
  -9.3750000e+01   4.2250000e+01
  -9.3250000e+01   4.2250000e+01
  -9.2750000e+01   4.2250000e+01
  -9.2250000e+01   4.2250000e+01
  -9.1750000e+01   4.2250000e+01
  -9.1250000e+01   4.2250000e+01
  -9.0750000e+01   4.2250000e+01
  -9.0250000e+01   4.2250000e+01
  -9.5750000e+01   4.2750000e+01
  -9.5250000e+01   4.2750000e+01
  -9.4750000e+01   4.2750000e+01
  -9.4250000e+01   4.2750000e+01
  -9.3750000e+01   4.2750000e+01
  -9.3250000e+01   4.2750000e+01
  -9.2750000e+01   4.2750000e+01
  -9.2250000e+01   4.2750000e+01
  -9.1750000e+01   4.2750000e+01
  -9.1250000e+01   4.2750000e+01
  -9.0750000e+01   4.2750000e+01
  -9.0250000e+01   4.2750000e+01
  -9.5750000e+01   4.3250000e+01
  -9.5250000e+01   4.3250000e+01
  -9.4750000e+01   4.3250000e+01
  -9.4250000e+01   4.3250000e+01
  -9.3750000e+01   4.3250000e+01
  -9.3250000e+01   4.3250000e+01
  -9.2750000e+01   4.3250000e+01
  -9.2250000e+01   4.3250000e+01
  -9.1750000e+01   4.3250000e+01
  -9.1250000e+01   4.3250000e+01
  -9.0750000e+01   4.3250000e+01
  -9.0250000e+01   4.3250000e+01
  -9.5750000e+01   4.3750000e+01
  -9.5250000e+01   4.3750000e+01
  -9.4750000e+01   4.3750000e+01
  -9.4250000e+01   4.3750000e+01
  -9.3750000e+01   4.3750000e+01
  -9.3250000e+01   4.3750000e+01
  -9.2750000e+01   4.3750000e+01
  -9.2250000e+01   4.3750000e+01
  -9.1750000e+01   4.3750000e+01
  -9.1250000e+01   4.3750000e+01
  -9.0750000e+01   4.3750000e+01
  -9.0250000e+01   4.3750000e+01
